Issue key,Issue id,Parent id,Project key,Project name,Project type,Project lead,Project description,Project url,Custom field (Epic Name),Issue Type,Priority,Summary,Assignee,Custom field (Squad),Custom field (Team),Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Resolution,Custom field (Story Points)
EFDDH-878,7833818,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform:Prod deployment of DAG sync big to sync deletes and Segregation of service specific tfvars,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,Done,5
EFDDH-877,7833539,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Xray Test Execution,Medium,ARF223:System Testing : PROD bugs - Bsns date update logic fix,geesalan,,,To Do,,,,,,,,,,,,,,,,,,,,
EFDDH-873,7833327,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Deployment: CCY_CNF_IN and DAG PROD deployment ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,5
EFDDH-870,7833119,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,ARF223:ST and SIT for 29 Aug Rel,Epic,Medium,ARF223:ST and SIT for 29 Aug Rel,kummarip,Black Panther Core,,Epic Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,Done,
EFDDH-865,7829944,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Controls/IAM: 223 - Add FSDI users into EFAD org ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,1
EFDDH-864,7828330,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Platform:BAU: REF Dataset to be created using case insensitive collation - Check Ajay's changes,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,Done,1
EFDDH-863,7828226,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Release implementation plan prep,raja19,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,,,,,,,Done,5
EFDDH-862,7828217,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Misc: 223 - FSDI access ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-861,7828216,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Deployment: 223 - Release2 prep,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,5
EFDDH-860,7828054,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platfom: Build - Update K8 Script to handle DBT variable provided dynamically via DAG,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,Done,2
EFDDH-859,7827038,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -DAG Changes for ENV DATES and APPLICATION ENV DATES,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,Done,2
EFDDH-858,7823553,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Sourcing: 223 - DGCP - pubsub messages for each table/view mentioned in the doc,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,,,,,,,,,Done,5
EFDDH-857,7822521,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -Null Columns in the DGCP View anz-data-dgcp-prd-6443dd.T1_CREDITLENS_AU_CFDL_VW.CLAU_BS_ENTITY_MATCHING_CFDL_VW ,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,Fixed,2
EFDDH-856,7822427,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: SWG Proxy Onboarding -PROD,raja19,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,Done,5
EFDDH-855,7822421,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Prod Dry run ,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,,,,,,,Done,5
EFDDH-853,7822412,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low, Platform: Build: Update DGCP check setup and testing ,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,,Done,5
EFDDH-852,7822320,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -Records not loaded for ARBLS_SEC_DRV2_PIVOT,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,Done,2
EFDDH-851,7822400,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Misc: 223 - FinTech Doc - documentation for design decisons,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,Done,1
EFDDH-850,7822398,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Misc: 223 - BAU Adhoc req process documentation ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-848,7818049,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,RegDHDataBAU,Epic,Low,RegDHDataBAU,,Black Panther Core,,Epic in Progress,,,,,,,,,,,,,,,,,,,,
EFDDH-847,7818047,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,RegDHPlatformBAU,Epic,Low,RegDHPlatformBAU,,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-846,7817591,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform:CICD : CD to throw a failed message when schema is different or missing ,mahajaa4,Black Panther Core,,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,5
EFDDH-845,7817589,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform:CICD : Schema differences between infra tfvars vs table schema,mahajaa4,,,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,5
EFDDH-844,7817292,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: BAU Created DataStage GCS Storage and IAM Binding for Datastage POC,mahajaa4,,,Story Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,Done,1
EFDDH-843,7817402,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low, Nga tapuwae - Data consumption POC place holder,sharmv43,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,Done,5
EFDDH-842,7817283,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform BAU: Fixed the Issue with DBCTL for the new role,mahajaa4,,,Story Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,Done,1
EFDDH-841,7817273,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build: CI/CD Pipeline: Anz-Fin-DataHub-FLAT,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,,Done,5
EFDDH-838,7816095,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Bug,Highest,ARF223:Prod-Bugs: 223 - ARBLS_PIVOT- get 5 missing models for DAG REGDH_CNF_ARBLS_CAPIDSAU,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,1
EFDDH-837,7815825,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,ARF223:Sourcing: 223 - Review Excel on differences in source DGCP vs RSDS and validate for each table daily and history datasets,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-836,7812626,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Build : Less Volume of data in ARBLS_GD_PIVOT for source CLBZZBS,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,Done,3
EFDDH-835,7812539,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Build : CACHE Dataset access issue ,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,Done,5
EFDDH-834,7812448,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - Case Insensitive comparison of REF data ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,1
EFDDH-833,7811261,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - No data loaded for ARBLS_SEC_DRV_PIVOT for ETL_ID = 1245,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-832,7807908,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Build: 223 -Sec pivot data issue ,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,5
EFDDH-831,7807833,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build:Ab Initio : Load balancer Setup And DNS,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,Done,8
EFDDH-828,7803070,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Bug,Highest,ARF223:Build: 223 -Incomplete load for ARBLS_PTY_PIVOT  for ETL_ID = 1662,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-827,7803068,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Build: 223 -Records not loaded for APP_PTY_PIVOT for the source app_src_sys_cd_1='RLSAU',geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,2
EFDDH-826,7803160,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform:Build: Segregation of Large Config Files in Infra Repo,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,Done,3
EFDDH-825,7798889,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: 223 -tfvars for CCY_CNF,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-824,7797793,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Sourcing: 223 - PIH access for new tables for consumers from BP team,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-823,7797662,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build:Fundamental changes for Infra Repository,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,3
EFDDH-822,7797661,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: ARBLS_PIVOT Loan Status,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-820,7797575,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: 223 -DAG for CCY_CNF,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-819,7797440,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build:Schema Change to Version V2 : Update RegDG DGCP Check Operator,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,3
EFDDH-818,7796707,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - All records in ARBLS_PIVOT are end dated,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,1
EFDDH-817,7795472,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Controls/IAM:DGCP Onboarding For Consuming Messages,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,Done,3
EFDDH-816,7795467,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build : Setup GCP Compute for Ab Initio ,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,3
EFDDH-815,7791440,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223 : Misc :Remove DGCP Access for Team members not in the team,Balasubramanian.Thirunavukkarasu@anz.com,,,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,1
EFDDH-813,7791515,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Build:Remove KubeOperator from the ARF223,mahajaa4,,,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,5
EFDDH-812,7791510,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Controls/IAM:Remove Access for Team members not in the team,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,1
EFDDH-809,7786982,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 -FLAT -profile fix- place holder ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-808,7786878,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Post Change CHG0841376 Activities,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,1
EFDDH-807,7786799,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Build: SEC_DRV_PIVOT has duplicates in PROD,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,5
EFDDH-806,7786863,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,TVT: Test Azure AD Application Permissions in Prodution,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,1
EFDDH-805,7782176,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Controls/IAM: Create persona -AD group for consumer group to have access to specific layers and views for set of business users -place holders,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,Done,3
EFDDH-803,7781314,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Build : testing framework btw on prem vs gcp,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,Done,3
EFDDH-802,7781107,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Build : RSDS Check for ARF223 Batch Run ,mahajaa4,,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,3
EFDDH-801,7774517,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 - FLAT - Repo Creation,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-799,7772928,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Sourcing: 223 - ECDM - QR PROD implementation ,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,Done,5
EFDDH-797,7771108,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Onboarding and setup for Roushan,agarwr11,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,Done,1
EFDDH-794,7767231,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Controls/IAM:ECDM Service Account : Enable GCP Policy ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,Done,3
EFDDH-792,7767267,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 -CAD-PROD counts validation ,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Fixed,5
EFDDH-791,7763682,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: 223 -CCY_CNF_INS views,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,Done,5
EFDDH-790,7759106,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Update ARF223 Sourcing Requirements Missing Info,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 12,,,,,,,,,,,,,,,,,,Done,1
